Sl-No,Mole_frac_water,Temperature,Pressure,Activityt_water,Delta[Act]_comp0,Comp0,Comp1,Ref,IL_SMILES,Cation_SMILES,Anion_SMILES,MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
2658,0.918097317,298.15,100,0.9223,0.0085,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2659,0.909061134,298.15,100,0.9106,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2660,0.908302517,298.15,100,0.9107,0.0078,water,1-hexyl-3-methyl-1H-imidazolium bromide,Zafarani-Moattar and Sarmad (2017),[Br-].C(CCCCC)N1C=[N+](C=C1)C,C(CCCCC)N1C=[N+](C=C1)C,[Br-],C10H19BrN2,10,19,2,0,0,0,0,0,1,0
2661,0.993005492,298.15,100,0.9888,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2662,0.990984558,298.15,100,0.9863,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2663,0.990153758,298.15,100,0.9847,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2664,0.989465428,298.15,100,0.984,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2665,0.986861989,298.15,100,0.9804,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2666,0.986143187,298.15,100,0.9793,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2667,0.985128132,298.15,100,0.9783,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2668,0.985023246,298.15,100,0.9781,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2669,0.983173928,298.15,100,0.9754,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2670,0.982243181,298.15,100,0.9734,0.0079,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2671,0.975266085,298.15,100,0.9646,0.0078,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2672,0.972552675,298.15,100,0.9606,0.0079,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2673,0.968938462,298.15,100,0.9565,0.0079,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2674,0.960583376,298.15,100,0.9452,0.008,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2675,0.95796086,298.15,100,0.9426,0.008,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2676,0.950741616,298.15,100,0.9343,0.0081,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2677,0.947382793,298.15,100,0.9295,0.0081,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2678,0.942140905,298.15,100,0.9233,0.0081,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2679,0.930829211,298.15,100,0.9104,0.0084,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2680,0.926401869,298.15,100,0.9032,0.0089,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2017),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2681,0.993005492,298.15,100,0.989,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2682,0.990153758,298.15,100,0.985,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2683,0.989465428,298.15,100,0.984,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2684,0.986861989,298.15,100,0.98,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2685,0.986143187,298.15,100,0.979,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2686,0.985128132,298.15,100,0.978,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2687,0.985023246,298.15,100,0.978,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2688,0.983173928,298.15,100,0.975,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2689,0.975266085,298.15,100,0.965,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2690,0.972552675,298.15,100,0.961,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2691,0.968938462,298.15,100,0.957,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2692,0.960583376,298.15,100,0.945,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2693,0.95796086,298.15,100,0.943,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2694,0.950749758,298.15,100,0.934,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2695,0.947382793,298.15,100,0.929,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2696,0.942140905,298.15,100,0.923,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2697,0.930833894,298.15,100,0.91,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2698,0.926401869,298.15,100,0.903,0.039,water,1-butyl-3-methylimidazolium bromide,Zafarani-Moattar and Sarmad (2016),CCCCN1C=C[N+](=C1)C.[Br-],CCCCN1C=C[N+](=C1)C,[Br-],C8H15BrN2,8,15,2,0,0,0,0,0,1,0
2699,0.994020833,298.15,100,0.989,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2700,0.98699359,298.15,100,0.978,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2701,0.98699008,298.15,100,0.978,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2702,0.983625149,298.15,100,0.973,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2703,0.980965626,298.15,100,0.969,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2704,0.980399083,298.15,100,0.967,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2705,0.975922784,298.15,100,0.96,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2706,0.973876735,298.15,100,0.956,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2707,0.972615725,298.15,100,0.953,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2708,0.968559758,298.15,100,0.946,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2709,0.968487094,298.15,100,0.947,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2710,0.967732375,298.15,100,0.946,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2711,0.964648106,298.15,100,0.94,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2712,0.960083296,298.15,100,0.932,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2713,0.956397838,298.15,100,0.925,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2714,0.942243255,298.15,100,0.899,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2715,0.936700573,298.15,100,0.889,0.039,water,1-(2-carboxyethyl)-3-methylimidazolium chloride,Zafarani-Moattar and Sarmad (2015),C[N+]1=CN(C=C1)CCC(=O)O.[Cl-],C[N+]1=CN(C=C1)CCC(=O)O,[Cl-],C7H11ClN2O2,7,11,2,2,0,0,0,1,0,0
2716,0.992540302,298.15,80,0.988,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2717,0.989744175,298.15,80,0.984,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2718,0.989680649,298.15,80,0.984,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2719,0.989121622,298.15,80,0.983,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2720,0.988904883,298.15,80,0.983,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2721,0.988772771,298.15,80,0.982,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2722,0.988772771,298.15,80,0.983,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2723,0.988480489,298.15,80,0.982,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2724,0.987908751,298.15,80,0.981,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2725,0.987539672,298.15,80,0.98,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2726,0.986761995,298.15,80,0.98,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2727,0.983761118,298.15,80,0.976,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2728,0.983100797,298.15,80,0.974,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2729,0.982422234,298.15,80,0.974,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2730,0.971109875,298.15,80,0.957,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2731,0.968439784,298.15,80,0.955,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2732,0.963101635,298.15,80,0.948,0.039,water,1-hexyl-3-methylimidazolium chloride,Zafarani-Moattar et al. (2017),CCCCCCN1C=C[N+](=C1)C.[Cl-],CCCCCCN1C=C[N+](=C1)C,[Cl-],C10H19ClN2,10,19,2,0,0,0,0,1,0,0
2733,0.995845114,298.15,85,0.992,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2734,0.995213081,298.15,85,0.992,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2735,0.994856354,298.15,85,0.992,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2736,0.994535519,298.15,85,0.991,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2737,0.993734336,298.15,85,0.99,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2738,0.993236473,298.15,85,0.989,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2739,0.991887642,298.15,85,0.987,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2740,0.991834474,298.15,85,0.987,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2741,0.991621858,298.15,85,0.987,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2742,0.991391627,298.15,85,0.986,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2743,0.990772306,298.15,85,0.985,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2744,0.989906555,298.15,85,0.985,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2745,0.98967712,298.15,85,0.985,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2746,0.989183313,298.15,85,0.984,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2747,0.988760442,298.15,85,0.983,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2748,0.986791816,298.15,85,0.981,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2749,0.984202408,298.15,85,0.978,0.039,water,1-butyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCC[N+]1=CC=C(C=C1)C.[Br-],CCCC[N+]1=CC=C(C=C1)C,[Br-],C10H16BrN,10,16,1,0,0,0,0,0,1,0
2750,0.99320093,298.15,85,0.99,0.039,water,1-hexyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCCCC[N+]1=CC=C(C=C1)C.[Br-],CCCCCC[N+]1=CC=C(C=C1)C,[Br-],C12H20BrN,12,20,1,0,0,0,0,0,1,0
2751,0.992295454,298.15,85,0.989,0.039,water,1-hexyl-4-methylpyridinium bromide,Zafarani-Moattar et al. (2018),CCCCCC[N+]1=CC=C(C=C1)C.[Br-],CCCCCC[N+]1=CC=C(C=C1)C,[Br-],C12H20BrN,12,20,1,0,0,0,0,0,1,0
